order_id,pharmacy_id,warehouse_id,order_date,payment_term,payment_method,discount_applied,order_status
O02664,PH0596,W020,2025-07-21,Net30,Chuyển khoản,0.15,Completed
O02665,PH0596,W015,2024-09-08,COD,Tiền mặt,0.0,Returned
O02666,PH0596,W009,19/10/2025,Net60,Chuyển khoản,0.2,Completed
O02667,PH0596,W014,05-11-2024,,Chuyển khoản,0.0,Completed
O02668,PH0596,W012,2021-11-04,Net30,Chuyển khoản,0.0,Cancelled
O02669,PH0596,W006,2022-01-26,COD,Tiền mặt,0.0,Completed
O02670,PH0596,W011,2024-05-30,COD,Tiền mặt,0.15,Completed
O02671,PH0596,W014,2024-08-03,Net30,Chuyển khoản,0.0,Completed
O02672,PH0597,W009,2025-12-22,Net30,Chuyển khoản,0.05,Completed
O02673,PH0597,W005,07/08/2024,COD,Tiền mặt,0.05,Completed
O02674,PH0598,W001,2024-05-10,Net30,Chuyển khoản,0.0,
O02675,PH0598,W021,2025-11-14,COD,Tiền mặt,0.05,Completed
O02676,PH0598,W006,2025-10-10,Net30,Chuyển khoản,0.0,Completed
O02677,PH0598,W006,2025-05-28,Net60,Thẻ,0.2,Completed
O02678,PH0598,W022,28/07/2025,COD,Tiền mặt,0.0,Completed
O02679,PH0598,W016,2024-07-20,COD,Tiền mặt,0.05,Completed
O02680,PH0598,W022,2024-10-05,Net30,Chuyển khoản,0.1,Completed
O02681,PH0599,W016,2023-03-12,COD,Tiền mặt,0.0,Completed
O02682,PH0600,W023,2020-04-01,,Thẻ,0.05,Returned
O02683,PH0600,W010,13/06/2023,COD,Tiền mặt,0.0,Returned
O02684,PH0600,W008,2024-07-22,COD,Tiền mặt,0.1,Completed
O02685,PH0600,W007,2024-05-29,COD,Tiền mặt,0.1,Completed
O02686,PH0600,W018,2022-12-10,Net30,Chuyển khoản,0.0,Completed
O02687,PH0601,W012,2025-08-25,COD,Tiền mặt,0.05,Completed
O02688,PH0601,W019,2025-03-29,COD,Tiền mặt,0.0,Completed
O02689,PH0602,W014,10/01/2025,COD,Tiền mặt,0.0,Completed
O02690,PH0602,W004,2025-03-03,Net30,Chuyển khoản,0.05,Returned
O02691,PH0602,W019,2025-11-25,COD,Tiền mặt,0.0,Pending
O02692,PH0602,W007,2025-08-10,Net60,Chuyển khoản,0.1,Completed
O02693,PH0602,W005,2025-09-02,Net30,Chuyển khoản,0.15,Completed
O02694,PH0603,W010,2025-04-02,COD,Tiền mặt,0.1,Completed
O02695,PH0603,W009,2025-12-24,COD,Tiền mặt,0.0,Completed
O02696,PH0603,W014,2025-09-25,COD,Tiền mặt,0.05,Completed
O02697,PH0603,W019,2024-12-24,Net60,Chuyển khoản,0.0,Completed
O02698,PH0603,W002,2025-10-14,Net30,Chuyển khoản,0.0,Completed
O02699,PH0603,W004,2025-09-20,COD,,0.05,Completed
O02700,PH0603,W017,2025-01-14,COD,Tiền mặt,0.15,Completed
O02701,PH0603,W003,2025-04-21,COD,Tiền mặt,0.05,Completed
O02702,PH0603,W004,2025-05-02,Net30,Chuyển khoản,0.0,Completed
O02703,PH0603,W023,2025-03-31,COD,Tiền mặt,0.2,Completed
O02704,PH0603,W011,2025-08-27,Net30,Chuyển khoản,,Completed
O02705,PH0603,W021,2025-12-10,,Chuyển khoản,0.0,Completed
O02706,PH0603,W025,19/11/2025,Net30,Chuyển khoản,0.0,Completed
O02707,PH0604,W008,2024-04-16,Net30,Chuyển khoản,0.15,Completed
O02708,PH0604,W020,2024-11-23,Net60,Chuyển khoản,0.2,Completed
O02709,PH0604,W012,2024-12-16,Net60,Chuyển khoản,0.0,Completed
O02710,PH0605,W007,2024-12-17,COD,Tiền mặt,0.0,Completed
O02711,PH0605,W008,2023-07-08,Net30,Thẻ,0.2,Completed
O02712,PH0605,W012,2023-01-24,Net30,Chuyển khoản,0.0,
O02713,PH0605,W025,2022-04-17,Net60,Chuyển khoản,0.1,Completed
O02714,PH0605,W020,31/03/2024,COD,Tiền mặt,0.0,Pending
O02715,PH0605,W007,2022-07-31,Net30,Thẻ,0.0,Completed
O02716,PH0605,W005,2021-09-05,Net30,Chuyển khoản,0.0,Completed
O02717,PH0605,W024,2023-07-21,COD,Tiền mặt,0.1,Completed
O02718,PH0605,W022,2025-12-06,COD,Tiền mặt,0.1,Completed
O02719,PH0606,W011,2025-09-17,Net30,Chuyển khoản,0.1,Completed
O02720,PH0606,W020,2025-10-31,COD,Tiền mặt,0.05,Completed
O02721,PH0606,W025,2025-11-23,Net30,Chuyển khoản,0.15,Completed
O02722,PH0606,W012,2025-06-26,Net30,Thẻ,0.1,Completed
O02723,PH0606,W005,2025-08-28,Net30,Chuyển khoản,0.0,Completed
O02724,PH0606,W001,2025-12-28,Net30,Thẻ,,Returned
O02725,PH0606,W025,2025-08-13,Net30,Chuyển khoản,0.0,Completed
O02726,PH0606,W012,2025-09-08,Net30,Chuyển khoản,0.0,Completed
O02727,PH0606,W015,11-14-2025,Net30,Chuyển khoản,0.0,Completed
O02728,PH0607,W011,2024-01-21,COD,Tiền mặt,0.0,Pending
O02729,PH0607,W012,2025-09-11,Net30,Chuyển khoản,0.1,Completed
O02730,PH0607,W006,09-04-2023,COD,Tiền mặt,0.1,Completed
O02731,PH0607,W013,2025-05-27,Net30,Thẻ,,Completed
O02732,PH0607,W006,2024-06-23,Net60,Chuyển khoản,0.05,
O02733,PH0607,W004,2021-01-17,COD,Tiền mặt,0.1,Completed
O02734,PH0607,W022,2022-02-02,Net30,Chuyển khoản,0.2,Completed
O02735,PH0607,W008,2023-08-05,Net30,Chuyển khoản,0.0,Pending
O02736,PH0607,W009,2025-01-30,Net30,Chuyển khoản,0.1,Completed
O02737,PH0608,W025,09/07/2024,Net30,Chuyển khoản,0.15,Returned
O02738,PH0608,W006,2025-07-20,Net60,Chuyển khoản,0.05,Completed
O02739,PH0608,W013,2025-04-18,,Chuyển khoản,0.1,Completed
O02740,PH0608,W015,02/12/2024,Net30,Chuyển khoản,,Completed
O02741,PH0609,W016,05/01/2022,Net60,Chuyển khoản,0.2,Completed
O02742,PH0609,W014,2024-01-11,COD,Tiền mặt,0.0,Completed
O02743,PH0610,W007,07/09/2025,COD,Tiền mặt,0.1,Completed
O02744,PH0610,W009,2025-07-04,Net30,Chuyển khoản,0.0,Completed
O02745,PH0610,W007,2025-07-06,COD,Tiền mặt,0.15,Completed
O02746,PH0610,W021,2025-08-03,Net30,Chuyển khoản,0.0,Pending
O02747,PH0610,W010,2025-11-16,Net30,Chuyển khoản,0.0,
O02748,PH0610,W004,2025-12-04,COD,Tiền mặt,0.05,Completed
O02749,PH0610,W005,2025-05-19,Net30,Chuyển khoản,0.2,Completed
O02750,PH0610,W020,2025-05-16,Net30,Chuyển khoản,0.05,Completed
O02751,PH0610,W017,2025-06-22,Net30,Chuyển khoản,0.15,Returned
O02752,PH0610,W019,2025-10-15,COD,Tiền mặt,0.1,Completed
O02753,PH0610,W020,2025-07-07,COD,Tiền mặt,0.15,Completed
O02754,PH0610,W014,2025-08-03,COD,Tiền mặt,0.0,Completed
O02755,PH0610,W025,2025-03-30,Net60,Chuyển khoản,0.0,Completed
O02756,PH0612,W009,2024-02-16,Net30,Chuyển khoản,0.05,Completed
O02757,PH0613,W022,2022-09-16,Net60,Chuyển khoản,0.15,Completed
O02758,PH0613,W003,2024-10-05,COD,Tiền mặt,0.1,Completed
O02759,PH0613,W024,2024-05-28,COD,Tiền mặt,0.0,Completed
O02760,PH0613,W010,2025-09-20,COD,Tiền mặt,0.05,Completed
O02761,PH0613,W022,2021-11-24,Net60,Chuyển khoản,0.0,Completed
O02762,PH0614,W012,03/11/2024,COD,Tiền mặt,0.0,Cancelled
O02763,PH0614,W009,2024-07-23,Net30,Thẻ,0.0,Pending
O02764,PH0614,W001,2024-04-10,Net30,Chuyển khoản,,Completed
O02765,PH0614,W004,2024-04-30,Net60,Chuyển khoản,0.05,Completed
O02766,PH0615,W019,2025-08-20,COD,Tiền mặt,0.1,Completed
O02767,PH0615,W018,2023-01-18,Net60,Chuyển khoản,0.0,Pending
O02768,PH0615,W008,2024-12-24,Net30,Chuyển khoản,0.0,Completed
O02769,PH0616,W006,2025-05-20,COD,Tiền mặt,0.2,Completed
O02770,PH0616,W001,2025-06-30,COD,Tiền mặt,0.3,Completed
O02771,PH0616,W012,2025-12-20,COD,Tiền mặt,0.0,Pending
O02772,PH0616,W024,2025-05-15,Net30,Chuyển khoản,0.0,Completed
O02773,PH0616,W018,29/12/2025,,Chuyển khoản,0.0,Completed
O02774,PH0616,W018,2025-07-28,Net60,Thẻ,0.15,Completed
O02775,PH0616,W018,2025-06-23,COD,Tiền mặt,0.0,Cancelled
O02776,PH0616,W002,06/12/2025,COD,Tiền mặt,,Pending
O02777,PH0616,W018,2025-12-21,COD,Tiền mặt,0.15,Completed
O02778,PH0618,W009,2025-12-12,COD,Tiền mặt,0.0,Cancelled
O02779,PH0618,W017,2025-07-08,COD,Tiền mặt,0.15,Completed
O02780,PH0618,W025,2025-07-03,COD,Tiền mặt,0.1,Completed
O02781,PH0619,W008,2020-01-22,COD,Tiền mặt,0.0,Cancelled
O02782,PH0619,W019,27/10/2024,Net60,Chuyển khoản,0.0,Completed
O02783,PH0620,W024,2021-08-01,COD,Tiền mặt,0.0,Completed
O02784,PH0620,W019,2025-10-28,COD,Tiền mặt,0.0,Returned
O02785,PH0620,W023,2024-07-17,COD,Tiền mặt,0.0,Completed
O02786,PH0621,W010,2024-09-15,Net30,,0.0,Pending
O02787,PH0622,W014,2025-12-11,Net60,Thẻ,0.0,Completed
O02788,PH0622,W015,2025-11-25,COD,Tiền mặt,0.2,Completed
O02789,PH0624,W016,03/03/2023,COD,Tiền mặt,0.1,Completed
O02790,PH0624,W011,06-03-2022,Net60,Chuyển khoản,0.2,Completed
O02791,PH0624,W020,2024-12-14,Net30,Chuyển khoản,0.15,Completed
O02792,PH0624,W020,2022-10-13,Net30,Chuyển khoản,0.05,
O02793,PH0624,W015,2024-02-03,Net30,Thẻ,0.15,Completed
O02794,PH0624,W006,2025-01-05,Net30,Chuyển khoản,0.1,Completed
O02795,PH0624,W003,2025-06-23,Net30,Chuyển khoản,0.0,Completed
O02796,PH0626,W007,04-16-2024,Net30,Chuyển khoản,0.1,Completed
O02797,PH0626,W025,2025-11-27,COD,Tiền mặt,0.05,Completed
O02798,PH0626,W023,30/12/2025,COD,,0.1,
O02799,PH0627,W020,2025-03-18,,Tiền mặt,0.0,
O02800,PH0627,W004,2025-08-31,COD,Tiền mặt,0.05,Completed
O02801,PH0627,W020,2025-07-10,Net30,Chuyển khoản,0.0,Cancelled
O02802,PH0627,W002,2024-10-10,COD,Tiền mặt,0.1,Completed
O02803,PH0628,W012,11-30-2024,Net30,Chuyển khoản,0.0,Completed
O02804,PH0630,W001,2024-11-05,COD,Tiền mặt,0.0,Completed
O02805,PH0630,W004,19/06/2023,COD,Tiền mặt,0.0,Completed
O02806,PH0630,W020,2023-10-07,COD,Tiền mặt,0.0,Cancelled
O02807,PH0630,W013,2021-03-22,Net30,Chuyển khoản,0.0,Completed
O02808,PH0630,W021,13/07/2025,COD,Tiền mặt,0.0,Pending
O02809,PH0630,W014,29/11/2023,Net30,Chuyển khoản,0.05,Completed
O02810,PH0630,W018,2023-12-21,COD,Tiền mặt,0.0,
O02811,PH0631,W014,12-11-2025,COD,Tiền mặt,0.0,Completed
O02812,PH0632,W008,2024-08-14,Net30,Chuyển khoản,0.0,Completed
O02813,PH0633,W020,2022-01-17,COD,Tiền mặt,0.0,Completed
O02814,PH0633,W012,2022-04-06,Net30,Chuyển khoản,0.0,Completed
O02815,PH0633,W018,10-08-2025,Net60,Chuyển khoản,0.15,Completed
O02816,PH0633,W009,2021-06-05,COD,Tiền mặt,0.05,Completed
O02817,PH0633,W017,06/04/2022,Net30,,0.0,Completed
O02818,PH0633,W001,2024-09-28,Net30,,0.05,Completed
O02819,PH0636,W002,2024-08-23,,Chuyển khoản,0.0,Completed
O02820,PH0636,W013,2024-09-02,COD,Tiền mặt,0.1,Completed
O02821,PH0637,W023,2024-11-14,Net30,Chuyển khoản,0.15,Completed
O02822,PH0637,W014,14/07/2025,Net30,Thẻ,0.05,Completed
O02823,PH0637,W022,2025-02-26,COD,Tiền mặt,0.3,Completed
O02824,PH0640,W010,2025-10-15,Net30,Chuyển khoản,0.0,Cancelled
O02825,PH0640,W001,2025-04-14,Net30,Chuyển khoản,0.0,Completed
O02826,PH0640,W024,2025-03-01,Net30,Chuyển khoản,0.0,Pending
O02827,PH0640,W008,2024-05-24,Net60,Chuyển khoản,0.0,Pending
O02828,PH0640,W018,14/04/2025,COD,Tiền mặt,0.05,Completed
O02829,PH0640,W015,2025-01-29,Net30,Chuyển khoản,0.0,Cancelled
O02830,PH0640,W012,2025-08-09,COD,Tiền mặt,0.1,Completed
O02831,PH0640,W022,2024-06-07,COD,Tiền mặt,0.0,Cancelled
O02832,PH0640,W010,2024-11-09,Net30,,0.0,Cancelled
O02833,PH0641,W013,2025-05-19,Net60,Chuyển khoản,0.0,Completed
O02834,PH0642,W005,2022-02-24,Net30,Chuyển khoản,0.0,Completed
O02835,PH0643,W011,2025-12-09,COD,Tiền mặt,0.05,Completed
O02836,PH0643,W022,2025-03-31,Net60,Thẻ,0.05,
O02837,PH0643,W022,05/02/2025,COD,Tiền mặt,0.0,Completed
O02838,PH0643,W016,08-08-2025,Net30,Chuyển khoản,0.15,Completed
O02839,PH0643,W014,2025-04-01,Net30,,0.15,Completed
O02840,PH0643,W020,2025-12-26,COD,Tiền mặt,0.0,
O02841,PH0644,W007,2024-06-10,COD,Tiền mặt,0.2,Completed
O02842,PH0644,W013,2024-04-04,COD,Tiền mặt,0.1,Completed
O02843,PH0644,W014,14/11/2025,COD,Tiền mặt,0.0,Returned
O02844,PH0645,W008,2022-08-10,COD,Tiền mặt,0.0,Cancelled
O02845,PH0645,W013,2022-11-11,COD,Tiền mặt,0.0,Cancelled
O02846,PH0646,W024,2023-12-08,COD,Tiền mặt,0.15,Completed
O02847,PH0646,W005,2025-05-02,COD,Tiền mặt,0.15,Completed
O02848,PH0647,W001,2024-10-26,Net30,Thẻ,0.0,Pending
O02849,PH0647,W014,2024-11-26,,Tiền mặt,0.0,Completed
O02850,PH0647,W022,2025-03-23,Net30,Thẻ,0.0,Returned
O02851,PH0647,W009,2025-09-03,COD,Tiền mặt,0.15,Completed
O02852,PH0647,W011,2024-10-04,COD,Tiền mặt,0.15,Completed
O02853,PH0647,W024,2024-04-11,COD,Tiền mặt,0.15,Completed
O02854,PH0647,W020,2025-04-08,Net30,Chuyển khoản,0.0,Returned
O02855,PH0647,W004,2025-02-22,COD,Tiền mặt,0.0,Pending
O02856,PH0648,W006,2024-04-26,COD,Tiền mặt,0.0,Cancelled
O02857,PH0648,W009,2024-05-22,Net30,Chuyển khoản,0.0,Completed
O02858,PH0649,W012,2024-02-12,COD,Tiền mặt,0.1,Completed
O02859,PH0649,W001,2025-09-13,Net30,Chuyển khoản,0.2,Completed
O02860,PH0650,W007,2025-11-20,Net30,Chuyển khoản,0.15,Completed
O02861,PH0651,W010,2024-12-21,COD,Tiền mặt,,Completed
O02862,PH0651,W023,2022-06-24,Net60,Chuyển khoản,0.1,Completed
O02863,PH0651,W002,25/01/2024,Net30,Chuyển khoản,0.0,Completed
O02864,PH0651,W008,10-20-2022,COD,Tiền mặt,0.05,Completed
O02865,PH0651,W022,2023-05-28,Net30,,0.0,Completed
O02866,PH0651,W025,2023-09-27,Net30,Chuyển khoản,0.1,Completed
O02867,PH0651,W001,2022-08-06,Net30,Chuyển khoản,0.0,Completed
O02868,PH0652,W007,10-12-2025,Net30,Chuyển khoản,0.05,Completed
O02869,PH0652,W012,2025-12-14,Net30,Chuyển khoản,0.1,
O02870,PH0652,W020,2025-07-06,Net30,Chuyển khoản,,Completed
O02871,PH0652,W023,2025-03-28,Net30,Chuyển khoản,0.05,Completed
O02872,PH0652,W015,2024-12-16,Net30,Chuyển khoản,0.15,Completed
O02873,PH0652,W021,18/03/2025,COD,Tiền mặt,0.0,Completed
O02874,PH0652,W023,09-07-2025,,Tiền mặt,0.05,Completed
O02875,PH0652,W006,2025-12-09,,Chuyển khoản,0.15,Completed
O02876,PH0652,W009,09-19-2025,,Chuyển khoản,0.0,Pending
O02877,PH0652,W010,2025-06-24,Net30,Chuyển khoản,0.05,Completed
O02878,PH0652,W001,2025-06-24,COD,Tiền mặt,0.0,Completed
O02879,PH0652,W019,11-10-2024,Net30,Chuyển khoản,0.0,
O02880,PH0652,W008,2025-01-18,Net30,Bitcoin,0.0,Completed
O02881,PH0652,W009,2025-10-26,Net30,Chuyển khoản,0.2,Completed
O02882,PH0652,W021,2024-09-26,COD,Tiền mặt,,Completed
O02883,PH0652,W003,2025-10-04,,Tiền mặt,0.15,Returned
O02884,PH0653,W005,2025-02-09,Net60,Chuyển khoản,0.0,Completed
O02885,PH0653,W003,2023-04-20,COD,Tiền mặt,0.0,Cancelled
O02886,PH0653,W008,2024-01-05,COD,Tiền mặt,0.1,Completed
O02887,PH0654,W025,2025-10-25,COD,Tiền mặt,0.15,Completed
O02888,PH0655,W001,2025-09-10,COD,Tiền mặt,0.0,Returned
O02889,PH0655,W007,2025-06-21,Net60,Thẻ,0.0,Completed
O02890,PH0655,W003,2025-06-11,COD,Tiền mặt,0.0,Completed
O02891,PH0657,W020,2025-04-29,COD,Tiền mặt,0.15,Completed
O02892,PH0657,W021,2024-08-03,COD,,0.05,Completed
O02893,PH0657,W021,11-09-2025,Net60,Thẻ,0.0,Cancelled
O02894,PH0657,W016,2025-04-15,Net30,Chuyển khoản,0.1,Completed
O02895,PH0657,W005,2024-07-19,Net60,Chuyển khoản,0.1,Completed
O02896,PH0657,W023,22/03/2025,COD,Tiền mặt,0.0,Completed
O02897,PH0657,W012,02-04-2025,,Chuyển khoản,0.05,Completed
O02898,PH0657,W004,2024-06-30,COD,Tiền mặt,0.0,Completed
O02899,PH0657,W025,2025-07-11,Net30,Chuyển khoản,0.0,Pending
O02900,PH0657,W003,2025-10-07,COD,Tiền mặt,0.0,Completed
O02901,PH0657,W017,2025-09-28,Net30,Chuyển khoản,0.0,Completed
O02902,PH0657,W017,2024-12-27,Net30,Chuyển khoản,0.0,Completed
O02903,PH0657,W020,2024-12-24,Net60,Thẻ,0.1,Completed
O02904,PH0657,W024,05/10/2024,COD,Tiền mặt,0.0,Completed
O02905,PH0658,W022,2024-08-12,COD,Tiền mặt,0.15,Completed
O02906,PH0658,W021,2023-01-31,COD,Tiền mặt,0.0,Returned
O02907,PH0659,W003,2025-10-25,COD,Tiền mặt,0.0,Completed
O02908,PH0659,W006,11/02/2025,Net30,Chuyển khoản,0.0,Completed
O02909,PH0661,W024,2025-03-30,COD,Tiền mặt,0.1,Completed
O02910,PH0662,W024,15/12/2024,Net30,Chuyển khoản,0.0,Pending
O02911,PH0664,W004,15/08/2024,COD,Tiền mặt,0.0,Completed
O02912,PH0664,W020,2025-05-08,COD,Tiền mặt,0.0,Completed
O02913,PH0664,W005,10-18-2025,,Tiền mặt,0.05,
O02914,PH0664,W015,2023-11-17,Net60,Chuyển khoản,0.15,Completed
O02915,PH0664,W002,2023-10-10,COD,Tiền mặt,0.05,Completed
O02916,PH0664,W021,2024-04-14,Net30,Thẻ,0.1,Completed
O02917,PH0664,W024,12/05/2024,Net30,Chuyển khoản,0.0,Completed
O02918,PH0664,W010,2025-08-25,Net30,,0.0,Completed
O02919,PH0664,W016,2025-09-23,Net30,Thẻ,0.1,
O02920,PH0664,W014,2023-08-13,Net60,Chuyển khoản,0.0,Completed
O02921,PH0664,W008,2024-07-21,Net30,Chuyển khoản,0.0,
O02922,PH0664,W010,2023-05-06,COD,Tiền mặt,0.0,Completed
O02923,PH0664,W010,2024-07-25,Net60,Thẻ,0.0,Completed
O02924,PH0664,W024,2025-02-12,COD,Tiền mặt,0.0,Completed
O02925,PH0664,W007,2025-08-25,Net30,Thẻ,0.0,
O02926,PH0664,W012,2025-07-14,COD,Tiền mặt,0.1,Completed
O02927,PH0664,W017,11-14-2023,Net30,Chuyển khoản,0.05,Completed
O02928,PH0664,W025,10-30-2023,COD,Tiền mặt,0.0,Completed
O02929,PH0665,W021,2025-11-30,COD,Tiền mặt,0.0,Completed
O02930,PH0665,W020,24/04/2024,Net30,Chuyển khoản,0.1,Completed
O02931,PH0666,W003,2024-04-25,Net30,Chuyển khoản,0.0,Completed
O02932,PH0666,W004,05/11/2021,Net60,Thẻ,0.1,Completed
O02933,PH0666,W002,10-20-2025,COD,Tiền mặt,0.15,Completed
O02934,PH0666,W002,2024-06-12,Net30,Thẻ,0.0,Cancelled
O02935,PH0666,W013,2025-05-11,Net30,Chuyển khoản,0.05,Completed
O02936,PH0666,W006,2024-02-02,COD,,,
O02937,PH0666,W016,2023-12-22,COD,Tiền mặt,0.05,
O02938,PH0666,W016,2024-02-22,COD,Tiền mặt,0.05,Completed
O02939,PH0666,W015,2025-01-23,COD,Tiền mặt,0.0,
O02940,PH0666,W024,06-16-2022,COD,Bitcoin,0.0,Cancelled
O02941,PH0666,W016,2023-04-05,Net30,,0.1,Completed
O02942,PH0667,W016,2023-03-18,COD,Tiền mặt,0.1,Completed
O02943,PH0667,W008,2022-12-03,Net30,Chuyển khoản,,Completed
O02944,PH0667,W005,2023-08-14,COD,Tiền mặt,0.0,Pending
O02945,PH0667,W007,2024-11-03,Net60,Chuyển khoản,0.1,Completed
O02946,PH0667,W020,2025-02-10,COD,Tiền mặt,0.0,Completed
O02947,PH0667,W023,2024-03-17,COD,Tiền mặt,0.0,Completed
O02948,PH0667,W015,20/11/2024,Net60,Chuyển khoản,0.05,Completed
O02949,PH0667,W010,2023-11-04,Net60,Chuyển khoản,0.3,Completed
O02950,PH0667,W013,2022-09-15,Net60,Chuyển khoản,0.0,Completed
O02951,PH0667,W001,25/09/2025,COD,Tiền mặt,0.0,Completed
O02952,PH0669,W008,2024-10-19,COD,,0.05,Completed
O02953,PH0669,W006,2025-10-26,Net60,Chuyển khoản,0.15,Completed
O02954,PH0669,W010,2025-06-28,COD,Tiền mặt,0.05,Completed
O02955,PH0669,W017,2025-01-08,Net30,Thẻ,0.05,Completed
O02956,PH0669,W015,2024-12-02,Net30,Chuyển khoản,0.0,Completed
O02957,PH0669,W019,08/12/2024,,Tiền mặt,0.0,Completed
O02958,PH0669,W009,12/04/2025,Net30,Chuyển khoản,,Cancelled
O02959,PH0670,W019,2025-03-17,COD,Tiền mặt,0.0,Completed
O02960,PH0670,W003,2022-01-03,Net30,Chuyển khoản,0.1,Completed
O02961,PH0670,W023,2020-05-20,COD,Tiền mặt,0.1,Completed
O02962,PH0671,W019,2025-09-29,Net30,Thẻ,0.0,Completed
O02963,PH0673,W011,2023-11-14,COD,Tiền mặt,0.0,Completed
O02964,PH0673,W009,2025-11-09,Net30,Bitcoin,0.1,Completed
O02965,PH0673,W008,24/08/2024,Net30,Chuyển khoản,0.0,Pending
O02966,PH0673,W014,2023-02-25,Net30,Chuyển khoản,0.0,Completed
O02967,PH0673,W003,02-05-2023,Net60,Chuyển khoản,0.0,Returned
O02968,PH0673,W025,2025-06-07,COD,Tiền mặt,0.0,Pending
O02969,PH0676,W002,2025-10-18,COD,Tiền mặt,0.05,Completed
O02970,PH0676,W022,2025-08-23,Net30,Chuyển khoản,0.0,Completed
O02971,PH0676,W006,2025-07-11,,,0.1,Completed
O02972,PH0676,W010,2025-12-09,,Chuyển khoản,0.0,Pending
O02973,PH0677,W024,2024-12-03,Net30,Chuyển khoản,0.2,Completed
O02974,PH0677,W004,2023-09-06,COD,Tiền mặt,0.0,Cancelled
O02975,PH0677,W023,2022-10-27,Net30,Chuyển khoản,0.0,Pending
O02976,PH0677,W013,2025-12-13,COD,Tiền mặt,0.3,Completed
O02977,PH0677,W025,2025-09-10,COD,Tiền mặt,0.0,
O02978,PH0677,W017,2023-09-19,COD,Tiền mặt,0.05,Completed
O02979,PH0677,W008,2024-02-10,Net30,,0.0,Completed
O02980,PH0678,W006,2023-12-14,Net30,Chuyển khoản,0.0,Completed
O02981,PH0678,W017,2024-10-31,Net30,Thẻ,0.1,Completed
O02982,PH0678,W010,14/02/2025,,Tiền mặt,0.05,Returned
O02983,PH0678,W011,2025-08-31,Net60,Chuyển khoản,0.1,Completed
O02984,PH0678,W016,2024-01-31,Net60,Chuyển khoản,0.05,Completed
O02985,PH0678,W014,2022-09-12,COD,Tiền mặt,0.0,Cancelled
O02986,PH0679,W012,07/09/2025,Net30,Chuyển khoản,0.0,Completed
O02987,PH0679,W012,2025-08-20,,Tiền mặt,0.05,Completed
O02988,PH0679,W008,2025-01-22,COD,Tiền mặt,0.1,Returned
O02989,PH0679,W016,2024-07-19,Net30,Chuyển khoản,0.0,Completed
O02990,PH0679,W010,2024-07-23,Net60,Chuyển khoản,,Completed
O02991,PH0679,W008,2025-05-22,COD,Tiền mặt,0.0,Cancelled
O02992,PH0679,W005,2025-04-10,COD,Tiền mặt,0.15,Completed
O02993,PH0680,W025,03-21-2025,Net60,Chuyển khoản,0.15,Completed
O02994,PH0680,W022,05-08-2022,COD,Tiền mặt,,Cancelled
O02995,PH0680,W010,2025-09-06,COD,Tiền mặt,0.1,Completed
O02996,PH0680,W025,2023-08-04,Net30,Chuyển khoản,0.0,Pending
O02997,PH0683,W001,2025-10-14,COD,Tiền mặt,0.05,Completed
O02998,PH0683,W007,2024-03-23,COD,Tiền mặt,0.1,Completed
O02999,PH0683,W001,2024-02-20,Net30,Chuyển khoản,0.15,Completed
O03000,PH0683,W010,2023-03-31,COD,Tiền mặt,0.0,Pending
O03001,PH0683,W022,2024-04-06,Net30,Chuyển khoản,0.1,Completed
O03002,PH0684,W011,17/07/2025,Net60,Chuyển khoản,0.15,Completed
O03003,PH0684,W012,2025-05-08,COD,Tiền mặt,0.0,Pending
O03004,PH0684,W016,2025-10-15,Net30,Thẻ,0.05,
O03005,PH0684,W007,12-14-2025,COD,Tiền mặt,0.15,Completed
O03006,PH0684,W025,11-14-2025,Net30,Chuyển khoản,0.05,Completed
O03007,PH0684,W017,2025-05-29,Net30,Chuyển khoản,0.2,
O03008,PH0684,W022,2025-05-13,COD,Tiền mặt,0.0,Completed
O03009,PH0684,W011,2025-06-30,COD,Tiền mặt,0.05,Completed
O03010,PH0684,W020,05/11/2025,COD,Tiền mặt,0.1,Completed
O03011,PH0684,W016,2025-12-19,Net30,Chuyển khoản,0.0,Completed
O03012,PH0684,W021,2025-10-08,Net30,Chuyển khoản,,Completed
O03013,PH0684,W017,2025-06-11,Net30,Chuyển khoản,0.0,Completed
O03014,PH0684,W013,11-23-2025,COD,Tiền mặt,,Completed
O03015,PH0685,W010,2024-05-20,COD,Tiền mặt,0.15,Completed
O03016,PH0685,W025,2024-06-07,COD,Tiền mặt,0.05,Completed
O03017,PH0686,W021,2022-04-19,,,0.0,Completed
O03018,PH0686,W020,2020-09-09,COD,Tiền mặt,0.0,Cancelled
O03019,PH0686,W011,18/02/2023,Net60,Chuyển khoản,0.0,Completed
O03020,PH0686,W021,03/03/2025,COD,Tiền mặt,0.05,Returned
O03021,PH0686,W025,2025-05-09,Net60,Chuyển khoản,0.15,Completed
O03022,PH0686,W002,28/04/2023,Net30,Chuyển khoản,0.05,Completed
O03023,PH0686,W015,12-04-2025,COD,Tiền mặt,0.0,Cancelled
O03024,PH0686,W006,2023-08-03,Net60,Chuyển khoản,0.0,Completed
O03025,PH0686,W003,2025-02-01,Net30,Chuyển khoản,0.0,Completed
O03026,PH0687,W003,2025-12-31,Net30,Chuyển khoản,0.2,Completed
O03027,PH0687,W022,03-10-2025,Net30,Chuyển khoản,0.2,Completed
O03028,PH0687,W020,06-06-2025,COD,Tiền mặt,0.0,Completed
