engagement_id,pharmacy_id,contact_date,channel,engagement_type,is_responded,is_ordered,offer_value
E01110,PH0650,08/12/2025,Call,Thăm trình dược,0,0,1529000.0
E01111,PH0141,08/05/2024,Zalo,Hàng mới,1,0,0.0
E01112,PH0010,2022-12-11,Sales rep,Nhắc đặt lại,0,0,993000.0
E01113,PH0127,2020-04-10,Sales rep,Khuyến mãi,0,0,
E01114,PH0235,2025-10-20,Sales rep,Hàng mới,0,0,0.0
E01115,PH0061,19/10/2024,Email,Nhắc đặt lại,1,0,868000.0
E01116,PH0580,2022-11-05,Zalo,Hàng mới,0,0,1252000.0
E01117,PH0050,2021-10-06,Sales rep,Hàng mới,1,0,115000.0
E01118,PH0751,2024-01-11,Email,Nhắc đặt lại,1,0,0.0
E01119,PH0440,2025-02-22,Zalo,Hàng mới,0,0,0.0
E01120,PH0213,2024-11-01,Zalo,Nhắc đặt lại,0,0,1814000.0
E01121,PH0438,2025-05-01,Sales rep,Hàng mới,1,0,0.0
E01122,PH0539,15/09/2025,Zalo,Hàng mới,0,0,0.0
E01123,PH0655,2025-07-03,Email,Thăm trình dược,1,0,1162000.0
E01124,PH0461,2023-05-20,,Nhắc đặt lại,1,1,1203000.0
E01125,PH0172,2025-04-02,Zalo,Khuyến mãi,0,0,0.0
E01126,PH0171,2021-03-01,Call,Hàng mới,0,0,620000.0
E01127,PH0514,2022-10-12,Call,Khuyến mãi,1,0,1632000.0
E01128,PH0278,26/05/2025,Sales rep,Hàng mới,1,0,0.0
E01129,PH0548,03/03/2021,Call,Hàng mới,0,0,0.0
E01130,PH0651,2024-01-04,Email,Thăm trình dược,0,0,0.0
E01131,PH0526,01-20-2024,Call,Thăm trình dược,0,0,0.0
E01132,PH0632,20/06/2022,Sales rep,Thăm trình dược,0,0,1626000.0
E01133,PH0528,2022-06-17,Zalo,Nhắc đặt lại,0,0,0.0
E01134,PH0036,2024-03-13,Sales rep,Nhắc đặt lại,0,0,0.0
E01135,PH0720,2025-02-06,Zalo,Nhắc đặt lại,1,0,0.0
E01136,PH0643,2024-11-15,Email,Nhắc đặt lại,1,0,509000.0
E01137,PH0221,2021-12-26,Call,Thăm trình dược,0,0,0.0
E01138,PH0718,2022-09-11,Call,,0,0,1519000.0
E01139,PH0387,2024-09-01,Sales rep,Nhắc đặt lại,0,0,209000.0
E01140,PH0265,2024-07-16,Zalo,Khuyến mãi,1,0,0.0
E01141,PH0258,2025-11-11,Sales rep,Hàng mới,0,0,1922000.0
E01142,PH0368,2022-08-05,Email,Hàng mới,0,0,0.0
E01143,PH0271,2025-01-19,Sales rep,Thăm trình dược,1,1,0.0
E01144,PH0613,2020-01-08,Sales rep,Nhắc đặt lại,0,0,0.0
E01145,PH0694,2024-11-04,Call,Nhắc đặt lại,0,0,
E01146,PH0455,2024-10-29,Call,Hàng mới,0,0,0.0
E01147,PH0382,2023-12-06,,Khuyến mãi,0,0,915000.0
E01148,PH0599,06/11/2025,Call,Hàng mới,0,0,375000.0
E01149,PH0253,2022-11-07,Zalo,Khuyến mãi,TRUE,0,1641000.0
E01150,PH0503,2024-03-30,Zalo,Thăm trình dược,0,0,1431000.0
E01151,PH0687,08-25-2025,Sales rep,Thăm trình dược,1,0,0.0
E01152,PH0135,2024-12-17,Call,Nhắc đặt lại,1,0,909000.0
E01153,PH0495,12/11/2024,Call,Khuyến mãi,1,1,626000.0
E01154,PH0223,2025-05-14,Call,Nhắc đặt lại,0,0,1318000.0
E01155,PH0789,16/07/2021,Email,Khuyến mãi,1,0,0.0
E01156,PH0754,2020-10-19,Sales rep,Hàng mới,1,0,0.0
E01157,PH0032,2025-08-09,Zalo,,1,0,1131000.0
E01158,PH0674,2023-11-17,Sales rep,Nhắc đặt lại,1,1,0.0
E01159,PH0243,2024-02-17,Sales rep,Khuyến mãi,1,1,1485000.0
E01160,PH0645,2022-10-12,Call,Thăm trình dược,1,0,1725000.0
E01161,PH0391,19/09/2024,Email,Hàng mới,1,1,466000.0
E01162,PH0179,06/01/2023,Call,Khuyến mãi,0,0,1758000.0
E01163,PH0567,2024-11-03,Zalo,Khuyến mãi,1,1,984000.0
E01164,PH0132,2025-07-27,Call,Khuyến mãi,0,0,705000.0
E01165,PH0189,2025-11-29,Call,Nhắc đặt lại,1,1,0.0
E01166,PH0315,2024-06-04,Email,Khuyến mãi,0,0,0.0
E01167,PH0682,2025-08-05,Zalo,Thăm trình dược,1,0,40000.0
E01168,PH0255,13/10/2025,Email,Nhắc đặt lại,0,0,145000.0
E01169,PH0036,2025-05-30,Call,Hàng mới,0,0,1082000.0
E01170,PH0196,2023-03-20,Zalo,Nhắc đặt lại,1,1,670000.0
E01171,PH0125,2025-10-09,Sales rep,Hàng mới,0,0,250000.0
E01172,PH0273,2022-05-31,,Khuyến mãi,0,0,0.0
E01173,PH0001,2023-07-15,Call,Nhắc đặt lại,1,0,0.0
E01174,PH0271,2025-10-13,Email,Khuyến mãi,0,0,0.0
E01175,PH0165,2023-05-19,Sales rep,,1,0,0.0
E01176,PH0609,23/12/2021,Sales rep,Thăm trình dược,0,0,1961000.0
E01177,PH0489,2022-02-09,Call,Khuyến mãi,0,0,958000.0
E01178,PH0096,06-20-2025,Email,Nhắc đặt lại,0,0,260000.0
E01179,PH0721,2025-10-25,Sales rep,Khuyến mãi,1,0,1031000.0
E01180,PH0429,01/10/2021,Sales rep,Nhắc đặt lại,0,0,287000.0
E01181,PH0436,2025-06-29,Call,Khuyến mãi,1,0,0.0
E01182,PH0237,11-21-2025,Sales rep,Khuyến mãi,1,0,0.0
E01183,PH0381,2024-08-01,Email,Hàng mới,Yes,0,322000.0
E01184,PH0174,2023-06-06,Sales rep,Thăm trình dược,0,0,5000.0
E01185,PH0379,2025-03-21,Call,Nhắc đặt lại,1,1,895000.0
E01186,PH0618,2025-02-15,Call,Hàng mới,TRUE,0,0.0
E01187,PH0705,2024-09-03,Zalo,Khuyến mãi,1,1,0.0
E01188,PH0377,06-25-2025,Zalo,Thăm trình dược,1,0,0.0
E01189,PH0379,2025-03-02,Sales rep,Thăm trình dược,1,1,1254000.0
E01190,PH0288,2023-11-17,Call,Nhắc đặt lại,0,0,496000.0
E01191,PH0537,2021-01-26,Sales rep,Thăm trình dược,1,0,0.0
E01192,PH0691,2025-06-23,Zalo,Nhắc đặt lại,1,0,157000.0
E01193,PH0468,2024-12-21,,Thăm trình dược,0,0,1693000.0
E01194,PH0097,2023-02-16,Zalo,Hàng mới,1,0,1051000.0
E01195,PH0067,2025-10-14,Call,Nhắc đặt lại,1,0,181000.0
E01196,PH0165,2024-03-14,Call,Khuyến mãi,1,1,0.0
E01197,PH0328,09-28-2025,Call,Hàng mới,1,1,0.0
E01198,PH0151,2024-12-05,Email,Khuyến mãi,1,1,335000.0
E01199,PH0458,2025-10-29,Zalo,Khuyến mãi,1,1,464000.0
E01200,PH0228,2025-08-18,Email,,1,0,1727000.0
E01201,PH0006,2022-09-17,Call,Thăm trình dược,0,0,31000.0
E01202,PH0637,2024-11-28,Sales rep,,1,1,
E01203,PH0719,2025-09-05,Call,Thăm trình dược,Yes,0,1331000.0
E01204,PH0718,2025-02-06,Call,Thăm trình dược,1,1,
E01205,PH0496,05-28-2024,Email,Hàng mới,0,0,0.0
E01206,PH0068,2023-10-03,Zalo,Thăm trình dược,1,1,43000.0
E01207,PH0168,2025-03-01,Email,Khuyến mãi,1,0,0.0
E01208,PH0205,2025-10-15,Call,Nhắc đặt lại,1,0,1470000.0
E01209,PH0091,2022-06-17,Sales rep,Hàng mới,1,0,0.0
E01210,PH0517,04-25-2025,Sales rep,Khuyến mãi,1,1,0.0
E01211,PH0553,2022-04-11,Sales rep,Hàng mới,0,0,1485000.0
E01212,PH0305,2025-01-21,Pigeon,Khuyến mãi,0,0,1919000.0
E01213,PH0649,2024-03-09,Sales rep,Nhắc đặt lại,0,0,0.0
E01214,PH0491,06-22-2022,Call,Nhắc đặt lại,1,0,463000.0
E01215,PH0746,03-04-2024,Email,Khuyến mãi,1,1,797000.0
E01216,PH0763,17/09/2025,Sales rep,Thăm trình dược,0,0,372000.0
E01217,PH0266,2025-11-28,,Hàng mới,1,1,957000.0
E01218,PH0531,2025-06-25,Zalo,Khuyến mãi,1,0,1847000.0
E01219,PH0504,2022-12-31,,Khuyến mãi,0,0,0.0
E01220,PH0721,2025-06-26,Call,Thăm trình dược,1,0,
E01221,PH0490,2025-05-04,Call,Thăm trình dược,1,0,549000.0
E01222,PH0454,2025-09-15,Sales rep,Hàng mới,0,0,1454000.0
E01223,PH0586,2023-07-27,Sales rep,Nhắc đặt lại,1,0,810000.0
E01224,PH0125,2024-09-09,Email,Khuyến mãi,TRUE,0,0.0
E01225,PH0352,2022-10-01,Call,Thăm trình dược,1,0,0.0
E01226,PH0287,12/03/2022,Call,Khuyến mãi,1,1,0.0
E01227,PH0081,2025-04-01,Sales rep,Khuyến mãi,1,0,1841000.0
E01228,PH0540,2024-03-19,Email,Hàng mới,1,1,0.0
E01229,PH0153,2025-07-18,Call,Khuyến mãi,1,0,0.0
E01230,PH0357,2023-06-23,Email,Hàng mới,0,0,559000.0
E01231,PH0292,2024-01-13,Call,Khuyến mãi,0,0,1864000.0
E01232,PH0549,2025-07-01,Zalo,Hàng mới,1,0,836000.0
E01233,PH0246,2025-02-24,Sales rep,Thăm trình dược,0,0,260000.0
E01234,PH0678,2023-02-04,Email,Hàng mới,0,0,661000.0
E01235,PH0612,04-01-2024,Zalo,Khuyến mãi,0,0,563000.0
E01236,PH0062,2023-02-08,Email,,0,0,902000.0
E01237,PH0084,04/12/2025,Sales rep,Khuyến mãi,1,1,610000.0
E01238,PH0076,2022-10-30,Sales rep,Thăm trình dược,1,1,
E01239,PH0588,2025-09-26,Call,Khuyến mãi,1,1,894000.0
E01240,PH0009,2021-05-13,Sales rep,Khuyến mãi,1,1,
E01241,PH0630,2021-05-20,Sales rep,Khuyến mãi,0,0,0.0
E01242,PH0110,2025-09-26,Pigeon,Khuyến mãi,0,0,1307000.0
E01243,PH0234,17/08/2025,Email,Khuyến mãi,0,0,0.0
E01244,PH0035,2025-10-27,Call,Thăm trình dược,0,1,1860000.0
E01245,PH0694,2024-09-01,Zalo,Khuyến mãi,0,0,299000.0
E01246,PH0130,2023-12-16,,Nhắc đặt lại,1,1,1498000.0
E01247,PH0034,2025-03-13,Email,Hàng mới,0,0,1672000.0
E01248,PH0738,01/01/2025,Sales rep,Khuyến mãi,1,1,1885000.0
E01249,PH0093,2024-07-23,Email,Thăm trình dược,0,0,1125000.0
E01250,PH0302,2020-09-26,Sales rep,Thăm trình dược,1,1,1314000.0
E01251,PH0651,24/07/2024,Email,Khuyến mãi,1,0,0.0
E01252,PH0576,22/07/2023,Call,Thăm trình dược,0,0,637000.0
E01253,PH0757,2025-07-17,Email,,1,0,1715000.0
E01254,PH0484,2022-11-10,Sales rep,Hàng mới,1,1,0.0
E01255,PH0708,16/01/2025,Zalo,Nhắc đặt lại,1,1,0.0
E01256,PH0471,22/12/2025,Zalo,Thăm trình dược,0,0,0.0
E01257,PH0122,2024-01-21,Zalo,Nhắc đặt lại,0,0,0.0
E01258,PH0468,2024-12-27,Sales rep,Hàng mới,0,0,0.0
E01259,PH0645,2023-12-10,Zalo,Hàng mới,0,1,0.0
E01260,PH0255,2024-12-23,Call,Nhắc đặt lại,1,1,
E01261,PH0781,2025-12-26,Email,Khuyến mãi,0,0,256000.0
E01262,PH0571,2024-04-20,Sales rep,Nhắc đặt lại,1,0,0.0
E01263,PH0031,2025-11-21,Sales rep,Hàng mới,1,0,226000.0
E01264,PH0367,02-16-2025,Email,Thăm trình dược,0,0,695000.0
E01265,PH0684,2025-04-26,Zalo,Khuyến mãi,0,0,775000.0
E01266,PH0403,2024-02-25,Sales rep,Hàng mới,1,0,0.0
E01267,PH0051,03/10/2024,Zalo,Khuyến mãi,1,0,
E01268,PH0526,2023-09-13,Call,Hàng mới,1,1,0.0
E01269,PH0282,2025-04-29,Sales rep,Hàng mới,1,1,
E01270,PH0219,09/08/2024,Call,Hàng mới,1,0,1326000.0
E01271,PH0098,2024-03-04,Call,Khuyến mãi,1,1,396000.0
E01272,PH0676,2025-04-12,Call,Hàng mới,1,1,1762000.0
E01273,PH0760,04/06/2025,Sales rep,Khuyến mãi,1,0,1319000.0
E01274,PH0596,2025-06-02,Email,Thăm trình dược,1,0,313000.0
E01275,PH0268,2024-06-23,Email,Khuyến mãi,1,0,
E01276,PH0089,2025-06-19,Email,Nhắc đặt lại,0,0,1988000.0
E01277,PH0309,2025-07-24,Zalo,Hàng mới,0,0,596000.0
E01278,PH0345,15/12/2024,Call,Thăm trình dược,1,0,0.0
E01279,PH0591,2024-07-05,Email,Nhắc đặt lại,1,1,0.0
E01280,PH0667,17/09/2025,Sales rep,Khuyến mãi,0,0,363000.0
E01281,PH0233,2024-03-25,Call,Hàng mới,0,0,0.0
E01282,PH0420,2025-07-30,Sales rep,Hàng mới,1,0,0.0
E01283,PH0057,2022-03-21,Sales rep,Nhắc đặt lại,0,0,392000.0
E01284,PH0340,2024-01-24,Call,Nhắc đặt lại,1,1,1488000.0
E01285,PH0569,2025-05-06,Email,Hàng mới,1,1,0.0
E01286,PH0427,2022-11-25,Call,Khuyến mãi,0,0,0.0
E01287,PH0015,2024-08-19,Sales rep,Nhắc đặt lại,1,0,0.0
E01288,PH0442,2025-10-27,Sales rep,,1,1,0.0
E01289,PH0561,2025-06-19,Call,,1,0,1940000.0
E01290,PH0016,2025-07-25,Call,Nhắc đặt lại,1,1,0.0
E01291,PH0478,2025-07-16,Call,Khuyến mãi,0,0,0.0
E01292,PH0636,2025-04-17,Email,Hàng mới,1,0,0.0
E01293,PH0536,2025-07-31,Email,Hàng mới,0,0,0.0
E01294,PH0087,2022-01-12,Zalo,Nhắc đặt lại,1,1,1280000.0
E01295,PH0658,2024-12-17,Sales rep,Thăm trình dược,1,1,
E01296,PH0171,2022-08-27,Zalo,Thăm trình dược,1,1,943000.0
E01297,PH0281,2025-02-26,Sales rep,Nhắc đặt lại,0,0,
E01298,PH0511,2025-01-28,Zalo,Khuyến mãi,0,0,0.0
E01299,PH0621,2023-03-05,Call,Khuyến mãi,0,0,1802000.0
E01300,PH0525,24/10/2025,Sales rep,Nhắc đặt lại,1,0,1785000.0
E01301,PH0736,2025-02-07,Sales rep,Hàng mới,1,1,1464000.0
E01302,PH0445,2025-11-01,Sales rep,Nhắc đặt lại,1,0,
E01303,PH0751,2025-04-28,Call,,1,1,711000.0
E01304,PH0425,10-31-2024,Email,Khuyến mãi,1,1,1962000.0
E01305,PH0510,2024-10-30,Email,Nhắc đặt lại,0,0,
E01306,PH0031,11-20-2025,Call,Hàng mới,0,0,1133000.0
E01307,PH0658,2022-07-16,Email,Khuyến mãi,1,0,0.0
E01308,PH0619,2023-07-18,Email,Khuyến mãi,1,1,1200000.0
E01309,PH0294,2021-05-26,Zalo,,TRUE,0,581000.0
E01310,PH0524,28/05/2024,Email,Thăm trình dược,0,0,0.0
E01311,PH0513,2023-01-13,Sales rep,Nhắc đặt lại,0,0,208000.0
E01312,PH0240,2024-09-09,Sales rep,Khuyến mãi,1,0,
E01313,PH0314,2025-10-17,Email,Khuyến mãi,0,0,0.0
E01314,PH0132,02-21-2025,Email,Hàng mới,1,0,0.0
E01315,PH0125,2025-02-22,Zalo,Khuyến mãi,0,0,1979000.0
E01316,PH0550,2025-07-19,Zalo,,1,0,155000.0
E01317,PH0761,2025-02-28,Zalo,Khuyến mãi,0,0,0.0
E01318,PH0172,2025-10-04,Email,,0,0,289000.0
E01319,PH0642,24/06/2023,Call,,0,0,0.0
E01320,PH0538,2023-11-05,Call,Hàng mới,0,0,0.0
E01321,PH0267,2025-06-16,Email,Khuyến mãi,1,0,1589000.0
E01322,PH0610,2025-05-12,Sales rep,Hàng mới,1,1,1423000.0
E01323,PH0173,2025-01-30,Call,Khuyến mãi,0,0,325000.0
E01324,PH0631,2024-11-22,Sales rep,Nhắc đặt lại,0,0,0.0
E01325,PH0641,2025-11-24,Email,Thăm trình dược,1,0,0.0
E01326,PH0403,26/10/2024,Call,Nhắc đặt lại,0,0,288000.0
E01327,PH0458,2025-12-10,Sales rep,Thăm trình dược,0,0,1774000.0
E01328,PH0496,25/02/2025,Call,Khuyến mãi,1,1,970000.0
E01329,PH0782,02-10-2021,Zalo,Nhắc đặt lại,1,1,1087000.0
E01330,PH0703,05-23-2025,Call,Hàng mới,Yes,0,271000.0
E01331,PH0064,2024-03-24,Zalo,Hàng mới,1,1,0.0
E01332,PH0198,2022-09-17,Call,Thăm trình dược,0,0,0.0
E01333,PH0329,2025-05-12,Sales rep,Hàng mới,1,0,0.0
E01334,PH0153,2025-08-26,Sales rep,Thăm trình dược,1,0,1241000.0
E01335,PH0656,2025-04-10,Zalo,Nhắc đặt lại,0,0,403000.0
E01336,PH0326,2024-10-10,Sales rep,Thăm trình dược,1,0,469000.0
E01337,PH0124,2024-12-10,Zalo,Nhắc đặt lại,1,1,559000.0
E01338,PH0202,2023-05-19,Call,Nhắc đặt lại,0,0,0.0
E01339,PH0227,2025-11-23,Zalo,Thăm trình dược,0,0,832000.0
E01340,PH0100,2021-02-23,Call,Khuyến mãi,0,0,0.0
E01341,PH0153,2023-06-29,Sales rep,Khuyến mãi,1,1,0.0
E01342,PH0229,2024-02-10,Email,Thăm trình dược,1,1,1411000.0
E01343,PH0745,2024-12-25,Call,Nhắc đặt lại,1,1,0.0
E01344,PH0637,2025-05-02,Email,Khuyến mãi,0,0,166000.0
E01345,PH0394,25/11/2022,Zalo,Khuyến mãi,1,1,0.0
E01346,PH0501,2025-02-16,Email,Thăm trình dược,1,0,1169000.0
E01347,PH0150,24/06/2023,Email,Thăm trình dược,1,0,
E01348,PH0676,27/02/2025,Call,Thăm trình dược,0,0,390000.0
E01349,PH0211,2022-08-12,Email,Nhắc đặt lại,0,0,0.0
E01350,PH0219,2022-01-12,,Nhắc đặt lại,0,0,1832000.0
E01351,PH0284,07/03/2025,Call,Nhắc đặt lại,1,1,865000.0
E01352,PH0615,2023-03-15,Zalo,Khuyến mãi,1,1,0.0
E01353,PH0620,12-18-2021,,Hàng mới,0,0,382000.0
E01354,PH0745,2023-07-28,Sales rep,Khuyến mãi,0,0,0.0
E01355,PH0331,2025-04-11,Call,Hàng mới,1,0,0.0
E01356,PH0304,19/07/2022,Email,Thăm trình dược,1,0,409000.0
E01357,PH0147,07-12-2024,Zalo,Nhắc đặt lại,1,0,588000.0
E01358,PH0522,03/08/2025,Zalo,Thăm trình dược,1,1,550000.0
E01359,PH0706,04-27-2023,Email,Thăm trình dược,1,1,0.0
E01360,PH0139,2022-02-22,Email,Khuyến mãi,1,1,850000.0
E01361,PH0575,2025-11-22,Sales rep,Nhắc đặt lại,0,0,1474000.0
E01362,PH0221,2021-08-08,Call,Hàng mới,0,0,0.0
E01363,PH0622,2025-08-06,Sales rep,Hàng mới,1,0,1528000.0
E01364,PH0254,2025-07-09,Sales rep,Hàng mới,1,0,0.0
E01365,PH0610,2025-10-05,Sales rep,Khuyến mãi,0,0,71000.0
E01366,PH0203,2023-07-17,Email,Hàng mới,1,1,0.0
E01367,PH0695,2025-03-17,Zalo,Hàng mới,1,1,0.0
E01368,PH0202,2024-08-26,Pigeon,Nhắc đặt lại,1,1,0.0
E01369,PH0654,2025-11-28,Call,Hàng mới,1,0,1357000.0
E01370,PH0605,2021-10-21,Sales rep,Thăm trình dược,0,0,806000.0
E01371,PH0267,2025-04-20,Zalo,Khuyến mãi,1,1,1168000.0
E01372,PH0376,2025-04-30,Sales rep,Khuyến mãi,0,0,0.0
E01373,PH0290,2025-07-05,Email,Nhắc đặt lại,0,0,97000.0
E01374,PH0781,2025-12-07,Call,Hàng mới,1,0,0.0
E01375,PH0508,2025-02-18,Zalo,Nhắc đặt lại,1,0,
E01376,PH0623,2025-06-09,Call,Thăm trình dược,0,0,1667000.0
E01377,PH0088,2024-12-15,Call,Nhắc đặt lại,0,0,0.0
E01378,PH0496,2024-03-17,Call,Nhắc đặt lại,1,1,1113000.0
E01379,PH0483,2021-08-25,Call,Nhắc đặt lại,0,0,0.0
E01380,PH0491,2025-12-30,Zalo,Thăm trình dược,1,1,0.0
E01381,PH0554,2024-08-05,Zalo,Nhắc đặt lại,1,1,1857000.0
E01382,PH0677,2023-12-10,Zalo,Thăm trình dược,0,0,996000.0
E01383,PH0299,03-13-2024,Email,Thăm trình dược,1,0,0.0
E01384,PH0105,05-25-2025,Pigeon,Hàng mới,0,0,0.0
E01385,PH0280,2025-09-06,Email,Thăm trình dược,1,0,0.0
E01386,PH0409,2024-12-27,Call,Thăm trình dược,0,0,0.0
E01387,PH0248,2022-04-19,Zalo,Thăm trình dược,0,0,1973000.0
E01388,PH0715,2024-05-31,Sales rep,Khuyến mãi,1,1,0.0
E01389,PH0569,01/08/2025,Pigeon,Nhắc đặt lại,1,0,0.0
E01390,PH0324,2025-08-13,Email,Khuyến mãi,0,0,0.0
E01391,PH0564,2024-08-11,Sales rep,Khuyến mãi,1,1,728000.0
E01392,PH0209,2020-11-03,Sales rep,Khuyến mãi,1,1,0.0
E01393,PH0363,2025-07-11,Call,Khuyến mãi,0,1,447000.0
E01394,PH0279,2025-04-19,Call,Hàng mới,1,1,0.0
E01395,PH0411,2024-11-07,Zalo,Thăm trình dược,1,0,285000.0
E01396,PH0091,31/01/2023,Zalo,Nhắc đặt lại,0,0,0.0
E01397,PH0280,2025-01-24,Call,Thăm trình dược,0,0,557000.0
E01398,PH0129,05/03/2025,Sales rep,Hàng mới,1,0,0.0
E01399,PH0570,2025-04-11,Sales rep,Nhắc đặt lại,0,0,894000.0
E01400,PH0152,2024-12-14,,Nhắc đặt lại,1,0,1568000.0
E01401,PH0443,2025-04-13,Call,Khuyến mãi,1,0,1143000.0
E01402,PH0584,2024-08-04,Zalo,Hàng mới,0,0,0.0
E01403,PH0747,2023-11-16,Zalo,Thăm trình dược,1,1,236000.0
E01404,PH0270,2024-05-02,Zalo,Khuyến mãi,0,0,0.0
E01405,PH0144,2025-07-31,Email,Thăm trình dược,1,0,1609000.0
E01406,PH0145,2025-12-18,Sales rep,Khuyến mãi,0,1,0.0
E01407,PH0439,2024-03-13,Zalo,Khuyến mãi,0,0,1075000.0
E01408,PH0721,22/11/2024,Sales rep,Hàng mới,0,0,1705000.0
E01409,PH0529,2024-08-02,Zalo,Nhắc đặt lại,1,1,0.0
E01410,PH0123,2025-09-25,Zalo,Khuyến mãi,0,0,1381000.0
E01411,PH0088,08-07-2021,Call,Thăm trình dược,1,0,0.0
E01412,PH0229,2025-09-13,Call,Nhắc đặt lại,1,0,1258000.0
E01413,PH0697,2025-08-20,Email,Khuyến mãi,0,0,543000.0
E01414,PH0516,2025-04-22,Pigeon,Hàng mới,1,0,703000.0
E01415,PH0061,2025-07-05,Email,Thăm trình dược,1,0,909000.0
E01416,PH0445,2025-04-08,Sales rep,Thăm trình dược,1,1,
E01417,PH0021,2025-05-29,,Nhắc đặt lại,0,0,1932000.0
E01418,PH0054,09/12/2025,Zalo,Khuyến mãi,0,0,0.0
E01419,PH0359,07-10-2025,Zalo,Hàng mới,1,1,0.0
E01420,PH0208,2021-02-05,Zalo,Nhắc đặt lại,0,0,0.0
E01421,PH0723,12-08-2025,Call,Thăm trình dược,0,0,1833000.0
E01422,PH0175,2025-02-04,Sales rep,Nhắc đặt lại,0,0,46000.0
E01423,PH0084,2024-12-18,Sales rep,Khuyến mãi,1,0,300000.0
E01424,PH0274,07-04-2023,Sales rep,,1,1,55000.0
E01425,PH0004,2025-02-16,Sales rep,Khuyến mãi,0,0,1338000.0
E01426,PH0033,2023-11-08,Zalo,Thăm trình dược,0,0,1337000.0
E01427,PH0166,2023-05-04,Email,Nhắc đặt lại,1,0,1572000.0
E01428,PH0220,2022-06-08,Email,Thăm trình dược,1,1,0.0
E01429,PH0012,2025-08-14,Call,Hàng mới,1,1,0.0
E01430,PH0208,2023-07-18,Call,Khuyến mãi,0,0,247000.0
E01431,PH0445,2025-08-25,Email,Hàng mới,0,0,1448000.0
E01432,PH0003,2023-09-19,Email,,1,0,0.0
E01433,PH0022,2025-07-05,Sales rep,Nhắc đặt lại,0,0,712000.0
E01434,PH0775,2024-11-09,Zalo,Khuyến mãi,0,0,1035000.0
E01435,PH0514,2024-05-20,Call,Thăm trình dược,1,1,0.0
E01436,PH0740,2025-07-07,Email,Thăm trình dược,1,0,
E01437,PH0470,2023-08-05,Call,Nhắc đặt lại,0,0,0.0
E01438,PH0343,2023-02-18,Sales rep,Thăm trình dược,0,0,1291000.0
E01439,PH0577,2025-07-03,Call,Nhắc đặt lại,0,0,1933000.0
E01440,PH0618,11/10/2025,Call,Khuyến mãi,1,1,1054000.0
E01441,PH0695,2024-03-10,Zalo,Nhắc đặt lại,1,1,0.0
E01442,PH0288,10-21-2024,Call,Khuyến mãi,1,1,720000.0
E01443,PH0393,2024-07-04,Zalo,Hàng mới,1,1,0.0
E01444,PH0601,2025-04-02,,Khuyến mãi,0,0,132000.0
E01445,PH0045,2021-10-14,Sales rep,Khuyến mãi,1,0,1537000.0
E01446,PH0549,2024-07-01,Call,Nhắc đặt lại,1,1,1707000.0
E01447,PH0776,2023-12-28,Email,Nhắc đặt lại,0,0,970000.0
E01448,PH0690,2025-04-13,Call,Khuyến mãi,1,1,0.0
E01449,PH0251,2025-07-05,,Nhắc đặt lại,0,0,0.0
E01450,PH0281,07-07-2025,Sales rep,,0,0,0.0
E01451,PH0102,2024-06-25,Email,Nhắc đặt lại,0,0,0.0
E01452,PH0581,2022-04-29,Call,Hàng mới,0,0,630000.0
E01453,PH0358,2025-07-19,Email,Hàng mới,1,1,
E01454,PH0654,2025-09-01,Call,Khuyến mãi,0,0,327000.0
E01455,PH0295,2024-11-29,Call,Thăm trình dược,1,0,0.0
E01456,PH0283,2023-03-27,Zalo,Hàng mới,0,0,1985000.0
E01457,PH0339,2022-11-15,Email,Thăm trình dược,1,0,132000.0
E01458,PH0581,2024-05-10,Call,Nhắc đặt lại,0,0,0.0
E01459,PH0210,2021-11-18,Zalo,Nhắc đặt lại,0,0,1566000.0
E01460,PH0112,2025-09-22,Email,Nhắc đặt lại,0,0,7000.0
E01461,PH0604,2023-06-05,Email,Nhắc đặt lại,0,0,0.0
E01462,PH0118,08-08-2021,Sales rep,Nhắc đặt lại,0,0,1167000.0
E01463,PH0411,2023-04-16,Call,Hàng mới,1,0,
E01464,PH0606,2025-12-24,Zalo,Hàng mới,1,0,0.0
E01465,PH0535,06-29-2024,Zalo,Hàng mới,1,1,0.0
E01466,PH0419,2025-12-13,Email,Thăm trình dược,1,0,742000.0
E01467,PH0608,2024-05-26,Email,Nhắc đặt lại,1,0,1855000.0
E01468,PH0387,2024-06-30,Call,Khuyến mãi,0,0,1311000.0
E01469,PH0303,2025-08-28,Email,Thăm trình dược,0,0,185000.0
E01470,PH0580,2024-11-30,Email,Hàng mới,1,1,0.0
E01471,PH0007,2025-06-17,Sales rep,Nhắc đặt lại,0,0,1761000.0
E01472,PH0349,2025-08-29,Zalo,Hàng mới,0,0,366000.0
E01473,PH0712,2024-10-23,Call,Nhắc đặt lại,0,0,420000.0
E01474,PH0543,2025-03-09,Sales rep,Thăm trình dược,1,1,0.0
E01475,PH0249,2025-10-10,Email,Nhắc đặt lại,0,0,1568000.0
E01476,PH0304,2023-10-15,Call,Nhắc đặt lại,0,0,223000.0
E01477,PH0236,2025-12-11,Sales rep,,0,0,207000.0
E01478,PH0484,2023-02-20,Zalo,Nhắc đặt lại,0,0,0.0
E01479,PH0288,24/05/2025,,Hàng mới,1,1,
E01480,PH0376,2025-08-25,Sales rep,Thăm trình dược,1,1,589000.0
E01481,PH0579,2025-03-06,Sales rep,Khuyến mãi,1,0,0.0
